,participant,original_text,text,label
1251,1, I am looking for the AWS projects for freshers and intermedaite level,be look for the aws project for fresher and intermedaite level,look_project_aws
1252,2, You may find a list of our end-to-end Big Data projects here - https://www.projectpro.io/projects/big-data-projects,you may find list of our end to end big datum project here,find_project_end
1253,2, you will find here,you will find here,like_project_month
1254,1, I dont need Big data projects,do not need big datum project,like_project_month
1255,1, I am looking for AWS projects,be look for aws project,look_project_aws
1256,2, these projects are deployed on aws,these project be deploy on aw,like_project_month
1257,1, How much does this cost?,how much do this cost,look_price_fee
1258,2, 12 months access is for 1260$,month access be for,access_access_month
1260,1, Its a bit too expensive,its bit too expensive,look_price_fee
1261,2, we do have disocunts going on,we do have disocunt go on,like_project_month
1263,2, we are having a 200$  discount on the current price,we be have discount on the current price,like_project_month
1264,2, for 12 months access,for month access,like_access_month
1265,2, if you are enrolling now i can try and get an offer which ended on 15th of this month.,if you be enrol now can try and get an offer which end on th of this month,help_discount_price
1266,1, Its ok... I need some time to think,its ok need some time to think,like_project_month
1268,1, it is online or recorded?,it be online or record,session_session_gmeet
1269,2, one on one session,one on one session,session_session_gmeet
1270,1, how long is the demo?,how long be the demo,demo_demo_session
1271,2, 30 minutes,minute,like_project_month
1272,1, will let you know in a couple of days,will let you know in couple of day,schedule_session_pm_today
1275,2, are you from India,be you from india,base_office_indian_bangalore
1276,1, is this fees for big data projects?,be this fee for big datum project,want_project_level
1277,2, Its a complete access.,its complete access,like_project_month
1278,2, we dont have customized package,we do not have customize package,provide_plan_month_payment
1279,2, would you like to pay in INR,would you like to pay in inr,like_project_month
1281,2, we provide 12 no cost EMI on your Indian credit card,we provide no cost emi on your indian credit card,pay_card_emi_cost
1282,1, this looks more Big Data thanks AWS project I think,this look more big datum thank aw project think,like_project_month
1283,1, than,than,like_kathamndu_shot
1288,1, Please do you guys have any months subscriptions?,please do you guy have any month subscription,pay_subscription_month
1289,1, Its only giving me the option to pay annually. Thank you.,its only give I the option to pay annually thank you,pay_subscription_month
1290,2, HI,hi,hi_day
1292,2, we have personal annual plan,we have personal annual plan,plan_plan_year
1294,1, Im looking to start with big data engineer projects,look to start with big data engineer project,like_project_month
1296,2, Each of our Big Data project deploys the entire pipeline - data ingestion -> data store -> analytics cluster like Databricks -> data store -> visualisation,each of our big datum project deploy the entire pipeline data ingestion datum store analytic cluster like databricks data store visualisation,deploy_cluster_data_project
1298,2, May  i have your email address ?,may have your email address,click_address_email_password
1299,1, Ok my email is,ok my email be,send_email_team
1300,1, so I only have thg,so only have thg,like_project_month
1301,1, have the option of paying for the annual?,have the option of pay for the annual,plan_plan_year
1303,2, but if you are interested ... we have part payment plans ...,but if you be interested we have part payment plan,like_project_month
1304,1, Yes I am interested please,yes be interested please,like_project_month
1305,2, but that depends on your credit history \,but that depend on your credit history,depend_score_credit_history
1306,2, and there is a small apr to it,and there be small apr to it,like_project_month
1308,2, and we can also help you in enrolling using part payment option,and we can also help you in enrol use part payment option,pay_link_payment_time
1309,1, Yes if we can do a demo session pleae,yes if we can do demo session pleae,demo_demo_session
1310,2, yes sure,yes sure,sure_lot_sushma_welcome
1311,2, can we schedule it at 2:30 pm est today,can we schedule it at pm est today,schedule_session_pm_today
1312,2, like 30 mins from now,like min from now,like_project_month
1313,1, Ok that is fine,ok that be fine,ok_laptop_fine_thank
1314,2, i will ask my team to send you a google meet invite,will ask my team to send you google meet invite,send_invite_team_calendar
1315,1, ok I have recieved it,ok have recieve it,like_project_month
1319,1, Actually wanted to know about how to use this resource,actually want to know about how to use this resource,like_project_month
1320,1, Is there a monthly subscription ?,be there monthly subscription,pay_subscription_month
1321,2, sure will provide you the details,sure will provide you the detail,like_project_month
1323,1," Azure, AWS Data engineering related",azure aws datum engineering relate,look_project_aws
1325,2, its a 12 months plan for 72000/-,its month plan for,pay_subscription_month
1326,2, with 12 no cost emi,with no cost emi,pay_card_emi_cost
1327,2, we do have some disocunts also,we do have some disocunt also,like_project_month
1329,1, oh no monthly subscription !,oh no monthly subscription,pay_subscription_month
1330,1," why is it so, only 12 months is available",why be it so only month be available,like_project_month
1333,1, what can I see in the demo,what can see in the demo,demo_demo_session
1334,1, like access for few days ?,like access for few day,like_access_month
1336,2, its a demo,its demo,demo_demo_session
1337,2," walk through  to our platform , projects",walk through to our platform project,walk_insight_platform_project
1338,1, ok yes please,ok yes please,like_project_month
1340,2, are you available now,be you available now,like_project_month
1341,2, for a demo,for demo,demo_demo_session
1343,2, let me arrange a demo now,let I arrange demo now,demo_demo_session
1345,2, hour team send you an invitation please join the session,hour team send you an invitation please join the session,send_invite_team_calendar
1346,2, 5.45 pm,pm,like_project_month
1348,2, ProjectPro Demo_,projectpro demo,demo_demo_session
1349,2, can you join the session,can you join the session,session_session_gmeet
1350,2, our team is waiting for you,our team be wait for you,send_email_team
1351,1, Can I get some discount. I am in no position to even pay the discount 540$ Price per year,can get some discount be in no position to even pay the discount price per year,like_project_month
1353,2, are you a student or professional,be you student or professional,student_email
1354,1, Student,student,student_yr
1355,2, provide your student email id,provide your student email,send_email_team
1356,1, There is a promotion of 50% off if I join befor 31st may,there be promotion of off if join befor st may,help_discount_price
1357,1, I can’t afford that either,can not afford that either,like_project_month
1358,2, 1080$ is a 50% discounted price,be discount price,help_discount_price
1359,1, Ohhh,ohhh,great
1360,1, My bad,my bad,like_project_month
1361,1, Can’t afford that,can not afford that,like_project_month
1362,2, we have a  student discount price,we have student discount price,discount_price_student
1363,1, Tell me about it,tell I about it,like_project_month
1364,2, 12 months access is 519$,month access be,access_access_month
1365,1, Can I please get this for 200$. I hope you can help me with some discount codes you are eligible to apply as an employee. It would help me so much,can please get this for hope you can help I with some discount code you be eligible to apply as an employee it would help I so much,add_discount_employee
1366,1, I can join rightway if I can get it in 200$,can join rightway if can get it in,like_project_month
1368,1," Okay, no worries. Thank yoj for your time",okay no worry thank yoj for your time,thank_anjali_help_time
1369,2, i cant,can not,like_project_month
1370,2, if you have an Indian credit,if you have an indian credit,use_card_credit
1371,2, card,card,like_project_month
1372,2, you can pay in 12 emi,you can pay in emi,pay_card_emi_cost
1373,1, I don’t,do not,want_knwthank_case_account
1374,1," I can’t afford that much money. Being a student, I have to spend very wisely and living in a expensive city like boston brings me a burden of expensive rents",can not afford that much money be student have to spend very wisely and live in expensive city like boston bring I burden of expensive rent,like_project_month
1375,1, 40$ is like a week groceries for me,be like week grocery for I,pay_subscription_month
1376,1, Can you please make an exception?,can you please make an exception,like_project_month
1377,2, 1080$  is the actual price,be the actual price,help_discount_price
1378,2, i gave ypou 519$,give ypou,enrol_course_student
1379,2, you*,you,like_project_month
1380,2, can go below,can go below,arrange_conversation_level_team
1381,1, Okay. Seems like I have to rely on youtube videos,okay seem like have to rely on youtube video,like_project_month
1382,1, Thank you so much for your patience and help,thank you so much for your patience and help,thank_anjali_help_time
1383,2, am sorry cant go below this,be sorry can not go below this,like_project_month
1384,1, I understand,understand,like_project_month
1388,1, Looks like prices are increased. When I checked last time after discount it was showing me 4800rs per month.,look like price be increase when check last time after discount it be show I rs per month,help_discount_price
1391,1, Now it's showing 6000rs per month.,now its showing rs per month,pay_card_emi_cost
1392,2, as we are adding new projects,as we be add new project,add_project_month
1394,2, we are having some discounts  going on,we be have some discount go on,help_discount_price
1396,1, I asked a question regarding payment. will it be monthly payment or one time payment?,ask question regard payment will it be monthly payment or one time payment,pay_subscription_month
1397,2, total amt will be converted into emi,total amt will be convert into emi,pay_card_emi_cost
1398,2, where it will be auto debited monthly,where it will be auto debit monthly,pay_subscription_month
1399,1, Oh okay understood,oh okay understand,like_project_month
1400,1, I think I can't afford the total amount deduction at this time.,think can not afford the total amount deduction at this time,pay_link_payment_time
1401,1, Thanks for the info,thank for the info,thank_anjali_help_time
1402,2, no problem,no problem,like_project_month
1403,2, as i told you dont have to pay onetime,as tell you do not have to pay onetime,pay_link_payment_time
1404,2, it is monthly paymnet,it be monthly paymnet,pay_subscription_month
1405,2, and the price will increase to 80500/- by 30th,and the price will increase to by th,like_project_month
1406,1, Understood... The amount will be blocked from my card nd it will be deducting every month,understand the amount will be block from my card nd it will be deduct every month,like_project_month
1407,2, you have an option with debit card or traditional emi their the amt wont get blocked,you have an option with debit card or traditional emi their the amt will not get block,pay_card_emi_cost
1408,2, if you go with credit card it gets blocked,if you go with credit card it get block,use_card_credit
1409,1, What if I want to cancel the subscription after 1 or 2 months?,what if want to cancel the subscription after or month,pay_subscription_month
1410,2, its complete refund,its complete refund,refund_refund_day
1411,1," If I take subscription through credit card, after 2months I want to cancel it due time concern. So amount will be refunded?",if take subscription through credit card after month want to cancel it due time concern so amount will be refund,pay_subscription_month
1413,2, if you are going for a single shot amt it takes 7 to 10 working days to refund,if you be go for single shot amt it take to work day to refund,refund_refund_day
1414,2, if you go for an emi,if you go for an emi,pay_card_emi_cost
1415,2, it takes 15 to 20 working days as the bank should stop the emi first,it take to working day as the bank should stop the emi first,pay_card_emi_cost
1416,2, and then what ever amt you have paid we will repay,and then what ever amt you have pay we will repay,like_project_month
1417,1, Okay thanks for the information,okay thank for the information,thank_anjali_help_time
1418,1, I will think about it. Thanks for your time and support,will think about it thank for your time and support,thank_anjali_help_time
1420,1, What is the best discount given to me if I plan for subscribing?,what be the good discount give to I if plan for subscribe,like_project_month
1421,2, see i can give you the 60$ cash back but can arrange a call back,see can give you the cash back but can arrange call back,like_project_month
1422,2, the team can help you with discounts,the team can help you with discount,help_discount_price
1424,2, contact number please will arrange a call,contact number please will arrange call,provide_number_contact
1425,1," If I get the best discount, I will think about subscription.",if get the good discount will think about subscription,help_discount_price
1426,2, see early you enroll  better the price you get,see early you enroll well the price you get,help_discount_price
1427,2, you did not enroll when it was 4800 now its 6000  in next few days it will be 7000/- per month,you do not enroll when it be now its in next few day it will be per month,like_project_month
1428,2, what is your convenient time for the call,what be your convenient time for the call,like_project_month
1429,1, 3pm IST,pm ist,like_project_month
1434,1," Hi gent, does the personal plan can access same project POC  temPLATE AS enterprise plan?",hi gent do the personal plan can access same project poc template as enterprise plan,like_project_month
1437,1, I am data engineer. but want to shift to databrick spark kafta  big data solution archtect,be datum engineer but want to shift to databrick spark kafta big data solution archtect,look_project_data_science
1440,1," I did not see any project regarding databrick spark, python and kafta for data ingestion and data pipelines",do not see any project regard databrick spark python and kafta for data ingestion and datum pipeline,python_python_project
1441,2, we do have many projects,we do have many project,add_project_month
1443,2, please check this link,please check this link,share_link_thse
1444,2, please let me know your conveninet time for a demo,please let I know your conveninet time for demo,demo_demo_session
1445,1," yes, I would love one, of a poc project using python or scala fir data ingestion framework",yes would love one of poc project use python or scala fir data ingestion framework,python_python_project
1446,2, can walk you through the platform projects,can walk you through the platform project,walk_insight_platform_project
1447,2, we dont provide trial  its a demo,we do not provide trial its demo,provide_trial_platform_demo
1448,1," I think. I like to see demo two working projects,which adopted python to do data ingestion and data processing pipelines with pyspark",think like to see demo two work projectswhich adopt python to do data ingestion and datum processing pipeline with pyspark,python_python_project
1450,2, let me know your convenient time,let I know your convenient time,let_time_conveninet_location
1451,1," use data stack databricks , pyspark, python for end to end data pipeline,",use data stack databrick pyspark python for end to end datum pipeline,python_python_project
1453,1," when can we have thus demo, now is too late in Toronto. coukd you show me tomorrow",when can we have thus demo now be too late in toronto coukd you show I tomorrow,like_project_month
1454,2, tomorrow what time,tomorrow what time,time_time_today
1455,1, EASTERN TIME 1PM,eastern time pm,time_time_tomorrow_pm
1457,2, please provide your  contact number,please provide your contact number,provide_number_contact
1460,1," so have a great one, I need to rest now",so have great one need to rest now,ok_laptop_fine_thank
1461,1, almost 1am,almost be,like_project_month
1462,2, good night,good night,ok_ya
1463,1, see you then,see you then,like_project_month
1464,1, what the price for this ?,what the price for this,look_price_fee
1466,2, Personal Annual Plan : $ 1260,personal annual plan,plan_plan_year
1467,1, nothing monthly?,nothing monthly,pay_subscription_month
1468,1, its annual plan only?,its annual plan only,plan_plan_year
1470,2, Its annual plan ... but,its annual plan but,plan_plan_year
1471,2, if you want monthy payment options we have collaboration with Affirm and could help you with monthly part payments,if you want monthy payment option we have collaboration with affirm and could help you with monthly part payment,pay_link_payment_time
1473,1, i am into ETL,be into etl,like_project_month
1475,1, but want to learn spark and big data technologies,but want to learn spark and big datum technology,like_project_month
1478,1, what else is included in annual plan?,what else be include in annual plan,plan_plan_year
1485,1, will i be able to run them or can do any practicals?,will be able to run they or can do any practical,like_project_month
1486,2," Yes , you have to execute the projects end to end ...",yes you have to execute the project end to end,provide_project_end_lab
1488,1, and we cant take 2-3 months package or something?,and we can not take month package or something,provide_plan_month_payment
1489,1, annually is too much bigger time frame,annually be too much big time frame,pay_subscription_month
1491,2, wwe can help you with some discounts as well.. if you enroll now,wwe can help you with some discount as well if you enroll now,help_discount_price
1492,1, what the discount?,what the discount,help_discount_price
1493,2, May i have your email address,may have your email address,click_address_email_password
1494,1, Helloo,helloo,okk_studnet
1496,2, How can i help you,how can help you,enroll_projectpro_today_process
1497,1, Hello want to know what is the fee for the course,hello want to know what be the fee for the course,look_price_fee
1498,2, 12 months access is for 84000/- with 12 no cost emi,month access be for with no cost emi,like_project_month
1499,1," thats too expensive, there is no promotions going on",that too expensive there be no promotion go on,help_discount_price
1500,2, we do have some disocunts,we do have some disocunt,like_project_month
1501,2, how soon would you like to enroll,how soon would you like to enroll,like_project_month
1502,1, what would be the best cost,what would be the good cost,look_price_fee
1503,1, I am looking to enroll this week,be look to enroll this week,enrol_course_student
1505,2, 77000/- for 12 months access,for month access,like_access_month
1506,2, if you are enrolling today,if you be enrol today,enroll_projectpro_today_process
1507,2, i can add my employee discount and  the final price will be 74000/- with 12 no cost emi,can add my employee discount and the final price will be with no cost emi,add_discount_employee
1508,1, ok noted,ok note,ok_ya
1510,1," no am good thank u, have gone through sample projects anyways",no be good thank have go through sample project anyways,like_project_month
1512,2, so would you like to enroll,so would you like to enroll,like_project_month
1513,1," well I liked the programme, but its expensive for me..Will think about it in the later stage",well like the programme but its expensive for mewill think about it in the later stage,look_price_fee
1514,2, The price increases on our platform every month,the price increase on our platform every month,like_project_month
1517,1, actually I dont have a job for now so learning data science on my own so loooking to work on few projects,actually do not have job for now so learn data science on my own so loooking to work on few project,look_project_data_science
1518,1," used to work in different field, so loooking for transistion",use to work in different field so loooke for transistion,like_project_month
1520,2, are you doing any course currently,be you do any course currently,enrol_course_student
1521,1," done with Datascience course, now am just trying to practice few projects",do with datascience course now be just try to practice few project,like_project_month
1522,1, to get hands on,to get hand on,like_project_month
1523,2, understood,understand,like_project_month
1524,2, what is the price that you ae looking for,what be the price that you ae look for,look_price_fee
1525,2, we provide industrial end to end solved industrial projects.,we provide industrial end to end solve industrial project,provide_project_end_lab
1535,1," the subscription amount we have to pay for one year, if it is annual?",the subscription amount we have to pay for one year if it be annual,pay_subscription_month
1536,1, i mean is it monthly charge or one at a time?,mean be it monthly charge or one at time,pay_subscription_month
1537,2, one time,one time,like_kathamndu_shot
1538,1, oops,oop,okk_studnet
1540,1," then i can't effort, if it is monthly subscription model, i can do",then can not effort if it be monthly subscription model can do,pay_subscription_month
1541,2, are you from india,be you from india,base_office_indian_bangalore
1543,2, do you have an indian credir card,do you have an indian credir card,use_card_credit
1545,2, i can covert the total amt in 12 installments,can covert the total amt in installment,like_project_month
1547,1, what is the montly amount?,what be the montly amount,look_price_fee
1549,2, 7000/- per month,per month,like_project_month
1551,1, send me the link,send I the link,send_email_team
1552,2, i need your indian number,need your indian number,base_office_indian_bangalore
1553,2, do you have,do you have,like_project_month
1554,2, our team will send you,our team will send you,send_email_team
1556,1, send on WhatsApp,send on whatsapp,send_email_team
1558,2, our team has dropped the payment link,our team have drop the payment link,pay_link_payment_time
1559,1, it is showing some shopse.com,it be show some shopsecom,like_project_month
1560,1, kindly enable payment link in my projectPro account,kindly enable payment link in my projectpro account,pay_link_payment_time
1561,1," so that it will be confident for me, as i a subscribing projectPro",so that it will be confident for I as subscribe projectpro,like_project_month
1562,2, our team have emailled the link. shopse is out financial partner who converts the total amt into 12 no cost emi,our team have emaille the link shopse be out financial partner who convert the total amt into no cost emi,pay_card_emi_cost
1563,2, iconic skills india pvt ltd is our registered company name,iconic skill india pvt ltd be our register company name,base_office_indian_bangalore
1567,1, Hello Sure,hello sure,hello
1569,2, how are you?,how be you,_lot
1572,2, how may i help,how may help,help
1573,1, wondering do you guys have charges,wonder do you guy have charge,look_price_fee
1574,1, to sign up for prjects,to sign up for prject,enroll_projectpro_today_process
1575,2, yes its a paid platform,yes its pay platform,walk_insight_platform_project
1577,2, annual plan at $ 876\,annual plan at,plan_plan_year
1580,1, any discount offer at the moment,any discount offer at the moment,help_discount_price
1582,2, may i have your email address ?,may have your email address,click_address_email_password
1583,1, can you send me details on,can you send I detail on,send_email_team
1584,2," if you you are planning to enroll now , we can get an approval  the discount offer from the accounts team",if you you be plan to enroll now we can get an approval the discount offer from the account team,help_discount_price
1585,1, please send me detials i am looking to get into machine learning projects,please send I detial be look to get into machine learning project,like_project_month
1586,1, for data scientist /Data anaylst role,for data scientist datum anaylst role,look_project_data_science
1588,1, Sure lets do that on monday - 28,sure let do that on monday,like_project_month
1590,2, what time would you prefer,what time would you prefer,like_project_month
1591,1, 11:OO am Est,oo be est,great
1592,2, okm sure,okm sure,sure_lot_sushma_welcome
1594,2, your welcome ...,your welcome,welcome
1595,2, we have discount offer gooing on now ... by Monday it will get expired,we have discount offer gooe on now by monday it will get expire,help_discount_price
1596,2, can we do the demo session today or tomm ?,can we do the demo session today or tomm,demo_demo_session
1597,1, what is good time for tomorroe,what be good time for tomorroe,like_project_month
1598,1, tomorrow,tomorrow,time_time_tomorrow_pm
1599,2, we work 24 hra a day ..,we work hra day,like_project_month
1600,2, please let me know as per your availabiility,please let I know as per your availabiility,let_time_conveninet_location
1601,1, 3:00 pm Est,pm est,time_time_tomorrow_pm
1602,1, what you discount offer at the moment,what you discount offer at the moment,help_discount_price
1603,2, the offer is $ 150 discount on the annual plan,the offer be discount on the annual plan,plan_plan_year
1604,2, so your effective pricing will be $ 730,so your effective pricing will be,look_price_fee
1605,2, but is valid till 11 am est tomm ..,but be valid till be est tomm,help_discount_price
1606,1, k get discuss tomorrow,get discuss tomorrow,time_time_tomorrow_pm
1607,2, ok sure .. will try to push it till tomorrow evening .,ok sure will try to push it till tomorrow evening,like_project_month
1608,2, My team will send you an invite,my team will send you an invite,send_invite_team_calendar
1609,1, k thankyou,thankyou,thank_dear_pdf
1615,1, i want to download cloudera,want to download cloudera,like_project_month
1616,1, can i get help,can get help,like_project_month
1618,1, i mean downloading cloudera quik start machine,mean download cloudera quik start machine,like_project_month
1619,2, have you enrolled with us ?,have you enrol with we,enrol_course_student
1620,1, not yet,not yet,like_project_month
1622,1, how can i do ?,how can do,enroll_projectpro_today_process
1623,2, our product team might help you upon membership,our product team might help you upon membership,send_email_team
1624,1, what type of services can i get ?,what type of service can get,enroll_projectpro_today_process
1627,1, should i enroll all the project ?,should enroll all the project,want_project_level
1628,2, its a subscription,its subscription,pay_subscription_month
1629,2, you will get access to all projects,you will get access to all project,access_access_project_year
1630,1, monthly sub ?,monthly sub,pay_subscription_month
1631,2, we do not have monthly plans,we do not have monthly plan,provide_plan_month_payment
1632,1, by year ?,by year,like_project_month
1634,1, or which criteria ?,or which criteria,like_project_month
1636,1, ok understood,ok understand,like_project_month
1637,1, what type of plugin are you ?,what type of plugin be you,like_project_month
1638,1, should i have a good laptoop to ensure the project ?,should have good laptoop to ensure the project,want_project_level
1639,1, or a meduim laptoop is enough ?,or meduim laptoop be enough,like_project_month
1640,2, a regular laptop is fine,regular laptop be fine,ok_laptop_fine_thank
1642,1, it's fine,its fine,ok_laptop_fine_thank
1643,1, let's go,let go,like_project_month
1644,1, and grow the kowleage with courses and practice in project side,and grow the kowleage with course and practice in project side,like_project_month
1645,1, thank,thank,thank_thank_ohkk
1646,2, ok',ok,ok_ya
1648,1, Anjali thanks again for your help,anjali thank again for your help,thank_anjali_help_time
1649,1, what kind of email personnal or pro or academic ?,what kind of email personnal or pro or academic,student_email
1650,1, here ?,here,like_kathamndu_shot
1656,1, Can you pls help me understand how 6month plan is costlier than annual,can you pls help I understand how month plan be costly than annual,pay_subscription_month
1657,1, 6 months - 8600,month,like_project_month
1658,1, annual - 4800,annual,plan_plan_year
1659,2, 6 months access  is for 51000/-,month access be for,access_access_month
1660,2, 8600/-  is the emi,be the emi,pay_card_emi_cost
1661,1, oh..,oh,great
1662,1, thats EMI,that emi,pay_card_emi_cost
1664,2, 12 months access is for 57600/-,month access be for,access_access_month
1665,1, got it now,get it now,like_project_month
1666,1, is there a eg vedio which walks through a lab vedio,be there eg vedio which walk through lab vedio,like_project_month
1667,1, just to understand,just to understand,like_project_month
1668,2, i can arrange a demo,can arrange demo,demo_demo_session
1669,1, that will be great,that will be great,ok_laptop_fine_thank
1671,1, Kiran,kiran,anjali_vishnani_amarendar_fazila
1672,2, let me know your convenient time for the demo,let I know your convenient time for the demo,demo_demo_session
1673,1, can we have at 12 noon now,can we have at noon now,schedule_session_pm_today
1674,1, in 50mins,in min,time_time_tomorrow_pm
1676,1, Thats great..,that great,ok_laptop_fine_thank
1677,2, please provide your contact number also,please provide your contact number also,provide_number_contact
1678,1, is that confirmed,be that confirm,like_project_month
1679,2, the team have send a calendar invitation,the team have send calendar invitation,send_invite_team_calendar
1680,1, yes I got inivte,yes get inivte,yeah_inivte_day_term
1685,1, wanted t oknow the fees,want oknow the fee,look_price_fee
1688,1, machine learning,machine learning,like_project_month
1690,1, is there any short duration?,be there any short duration,like_project_month
1692,1, even no demo video is available,even no demo video be available,demo_demo_session
1695,2, and your convenient time,and your convenient time,let_time_conveninet_location
1696,1, anytime after 7,anytime after,time_time_tomorrow_pm
1698,2, will send an invitation,will send an invitation,send_invite_team_calendar
1699,1, Personal 6 Month,personal month,like_project_month
1700,1, i can see this,can see this,like_project_month
1701,1, 6 months 12k,month,like_project_month
1702,1, whats that?,what that,enroll_projectpro_today_process
1703,2, 72000/- for 6 month access,for month access,like_access_month
1704,1, oh i c 12k per month,oh per month,pay_subscription_month
1705,1, and any refund ?,and any refund,refund_refund_day
1706,1, if course dsnt satisfy,if course dsnt satisfy,like_project_month
1707,2, 90 days refund  policy is applicable on annual enrollment,day refund policy be applicable on annual enrollment,refund_refund_day
1708,1, is it really 90 days no question asked refund?,be it really day no question ask refund,refund_refund_day
1710,1, or is there any procedure which might be rejected later,or be there any procedure which might be reject later,like_project_month
1712,1, thnks,thnk,okk_studnet
1713,2, no question,no question,nope_affiliate_universit
1717,1," Hi, when would i be billed for the yearly plan",hi when would be bill for the yearly plan,plan_plan_year
1719,2, once you sign up,once you sign up,enroll_projectpro_today_process
1720,2, Are you looking to enroll ?,be you look to enroll,enrol_course_student
1721,1, so would it be 90 x 12 like right away?,so would it be like right away,like_project_month
1723,1, i wanted something just for 1 month,want something just for month,pay_subscription_month
1724,2, KIts $ 960,kit,okk_studnet
1726,2, we have a tie up with affirm,we have tie up with affirm,like_project_month
1727,1, is there any way i can pay monthly in installments?,be there any way can pay monthly in installment,pay_subscription_month
1728,2, you can go for monthly ... quaterly or 6 months payment,you can go for monthly quaterly or month payment,pay_subscription_month
1730,2, but it depends ono your credit history,but it depend ono your credit history,depend_score_credit_history
1731,2, also,also,like_project_month
1734,1, and what if i take the monthly payment for the annual plan and then feel it's not worth it or i want to cancel it the second month,and what if take the monthly payment for the annual plan and then feel its not worth it or want to cancel it the second month,pay_subscription_month
1736,2, you can do it,you can do it,arrange_conversation_level_team
1737,2, as i said its a no questions asked refund policy,as say its no question ask refund policy,refund_refund_day
1738,1, so that ways im only charged $90 right?,so that way only charge right,like_project_month
1739,2, But its with Affirm .. there will be a small apr attached,but its with affirm there will be small apr attach,like_project_month
1740,2, yes approximately around $ 90...,yes approximately around,yeah_inivte_day_term
1741,2, but i would recomend you to enter your details in the link to check how much would the monthly payment will be,but would recomend you to enter your detail in the link to check how much would the monthly payment will be,pay_subscription_month
1742,2, we can send you the link and you can enter your details .. then you will come to know how much the monthly payment is,we can send you the link and you can enter your detail then you will come to know how much the monthly payment be,pay_subscription_month
1743,1, yea that would be perfect,yea that would be perfect,ok_laptop_fine_thank
1745,2, if you are fine then you proceed,if you be fine then you proceed,ok_laptop_fine_thank
1746,2, May i have your email address .. so that we can generate the link,may have your email address so that we can generate the link,click_address_email_password
1747,1," Also, with these projects, i will get source code and end to end videos as to how to do the projects right?",also with these project will get source code and end to end video as to how to do the project right,like_project_month
1748,2, yes you will,yes you will,yeah_inivte_day_term
1750,2, are you a student,be you student,enrol_course_student
1751,2, we have discounts for students ...,we have discount for student,like_project_month
1752,1, yes I am a student,yes be student,like_project_month
1753,2, Personal annual plan : $ 1080,personal annual plan,plan_plan_year
1754,2, student pricing $ 780,student pricing,discount_price_student
1755,2, discount of $ 300 .. only if you enroll now,discount of only if you enroll now,help_discount_price
1756,2, would you like me to send the link ?,would you like I to send the link,send_email_team
1757,2, for emi,for emi,pay_card_emi_cost
1760,2, pls allow few mins,pls allow few min,like_project_month
1761,2, pls use the above link to enroll using Affirm EMI option,pls use the above link to enroll use affirm emi option,pay_card_emi_cost
1762,2, you can select the plan you want,you can select the plan you want,access_access_project_year
1763,1, okay thanks,okay thank,thank
1765,2, This offer and the link is only valid for now ..,this offer and the link be only valid for now,help_discount_price
1766,2, so request you to please complete it .. and let me know if you need any help,so request you to please complete it and let I know if you need any help,like_project_month
1767,1, Affirm is not approving the monthly payment. So ill go ahead and pay the whole amount.,affirm be not approve the monthly payment so ill go ahead and pay the whole amount,pay_subscription_month
1769,1, can you send me the link to that one with the discounted price,can you send I the link to that one with the discount price,help_discount_price
1770,2," in that case , let me help you with some thing",in that case let I help you with some thing,like_project_month
1771,2, We as employees have credits available .. i will apply that towards your account,we as employee have credit available will apply that towards your account,like_project_month
1772,2, I will provide you a cashback for $ 50,will provide you cashback for,like_project_month
1773,2, it will be credited with in 24 hrs in the same card after you enroll,it will be credit with in hrs in the same card after you enroll,use_card_credit
1774,2, Please use the above link to complete the enrollment as a onetime payment..,please use the above link to complete the enrollment as onetime payment,like_project_month
1775,1, okay! This is the first time im trying this service so I would want to have the gaurantee of a full refund if i happen to cancel it sometime before 90 days. And id want to know when would the refund be processed,okay this be the first time try this service so would want to have the gaurantee of full refund if happen to cancel it sometime before day and want to know when would the refund be process,refund_refund_day
1776,2," Yes ,",yes,yes
1777,2, you will get it,you will get it,like_project_month
1778,1," Also, the student discount is still there right?",also the student discount be still there right,discount_price_student
1779,2, yes its applicable to all,yes its applicable to all,yeah_inivte_day_term
1780,1, thankyou so much! Really appreciate your help Anjali,thankyou so much really appreciate your help anjali,thank_anjali_help_time
1781,2, Your welcome..,your welcome,welcome
1782,2, Thank you for completing the enrollment ...,thank you for complete the enrollment,like_project_month
1783,2, I have initiated a cashback for $ 50 .. it will be processed to the same card within 24 hrs,have initiate cashback for it will be process to the same card within hrs,use_card_credit
1789,2, how are you ?,how be you,_lot
1790,1, I am good,be good,like_project_month
1791,1, Thanks,thank,thank_thank_ohkk
1793,2, how may i help ?,how may help,help
1794,1, What kind of AWS Projects you offer,what kind of aws project you offer,look_project_aws
1796,1, I work for Virtualization,work for virtualization,like_project_month
1797,1, technology,technology,look_project_aws
1799,1," VMWare  , Windows Servers etc",vmware windows server etc,like_project_month
1800,1, How is these project work,how be these project work,like_project_month
1801,1, Is it traning + Project,be it trane project,regard_project
1802,1, or Only Projects,or only project,like_project_month
1803,2, Its only projects',its only project,add_project_month
1804,2, it includes videos explaining step by setp execution,it include video explain step by setp execution,like_project_month
1807,1, now ?,now,like_project_month
1810,2, i can ask my team to conduct the same,can ask my team to conduct the same,send_email_team
1811,1, not now,not now,like_project_month
1813,1, Tommorow noon,tommorow noon,time_time_tomorrow_pm
1814,1, we can do,we can do,like_project_month
