participant,original_text,text,label,label_number,type
1,I am paying monthly 11400 there,pay monthly,cost_discussion,2,Response
2,yes you can pay monthly,yes pay monthly,cost_discussion,2,Response
2,total amt will be converted into 12 no cost emi,total amt convert cost emi,cost_discussion,2,Response
1,Thank you,thank,agree,4,Response
1,hii,hii,greetings,14,Query
1,I'm here to seek a refund for account  . I want to cancel my subscription and want entire refund,seek refund account want cancel subscription want entire refund,refund_info,9,Query
1,please reply,please reply,agree,4,Query
2,you can drop an email to,drop email,send_email,10,Response
2,any particular reason to cancel the subscription,particular reason cancel subscription,refund_info,9,Query
1,Didn't like the courses,like course,refund_info,9,Response
2,did you have an onboarding call,onboarde call,refund_info,9,Query
2,you have 90 days to explore,day explore,refund_info,9,Response
1,i don't want to have one,want one,refund_info,9,Response
1,just cancel my subscription and refund my money,cancel subscription refund money,refund_info,9,Response
2,i would suggest  you to explore and see,would suggest explore see,refund_info,9,Response
2,drop an email,drop email,send_email,10,Response
1,I don't want to please don't force me,want please force,refund_info,9,Response
1,It was 90 money back with no questions asked,money back question ask,refund_info,9,Response
1,"I know you can do it, kindly do it",know kindly,refund_info,9,Response
1,otherwise i will file a case of fraud,otherwise file case fraud,refund_info,9,Response
2,did you drop an email,drop email,send_email,10,Query
1,I have already mailed you,already mail,send_email,10,Response
2,the concern team will revert back and it will be processed  with in 7 working days,concern team revert back process work day,refund_info,9,Response
2,we process it immediately,process immediately,refund_info,9,Response
2,the bank takes that time,bank take time,refund_info,9,Response
1,I just want an confirmation that you have issued the refund,want confirmation issue refund,refund_info,9,Query
1,I have mailed to that email id,mail email,send_email,10,Query
2,see you have send the email they will look into this then will drop an email confirmation,see send email look drop email confirmation,send_email,10,Response
2,with in 24 to 48 hours,hour,refund_info,9,Response
2,cess its a pro,cess pro,refund_info,9,Response
2,its a process,process,refund_info,9,Response
2,but the refund will be done,refund,refund_info,9,Response
1,But this is 90 days money back with no questions asked then why do you need time for this ?,day money back question ask need time,refund_info,9,Query
2,i said that its a process we need to take internal approvals,say process need take internal approval,refund_info,9,Response
2,so please understand,please understand,refund_info,9,Response
2,7 working days it will be done,work day,refund_info,9,Response
1,You didn't mentioned all this while i was trying to purchase your subscription,mention try purchase subscription,refund_info,9,Query
1,Please don't delay it purposely,please delay purposely,refund_info,9,Query
1,I will have to take it legally then,take legally,refund_info,9,Query
2,Any refund process will take 3 to 4 working days,refund process take work day,refund_info,9,Response
2,we dont delay it,delay,refund_info,9,Response
2,its the process,process,refund_info,9,Response
1,I just want a confirmation that the refund is processed from your side.,want confirmation refund process side,refund_info,9,Query
1,"I also know it will take take to get my money back, for now i just want a confirmation from your side",also know take take get money back want confirmation side,refund_info,9,Query
1,"kindy reply, It's a serious matter",kindy reply serious matter,refund_info,9,Query
2,i have escalated,escalate,refund_info,9,Response
1,My only request to you mam right now is that please provide a confirmation that the refund has been issued,request mam right please provide confirmation refund issue,refund_info,9,Query
1,okay i'm waiting,okay wait,refund_info,9,Response
2,you will get a response with in 24 to 28 hours from my team,get response hour team,refund_info,9,Response
1,"Mam i'm just asking for a confirmation , i'm not saying give my money back immediately. I totally  understand refunds do take time to get back. please provide me a confirmation of refund.",mam ask confirmation say give money back immediately totally understand refund take time get back please provide confirmation refund,refund_info,9,Query
1,kindly please reply,kindly please reply,agree,4,Query
1,can you explain about the payment installation plan?\,explain payment installation plan,cost_discussion,2,Query
1,payment in installment/,payment installment,cost_discussion,2,Query
2,you can pay the total amt into 12 installment,pay total amt installment,cost_discussion,2,Response
1,affirm did not work,affirm work,cost_discussion,2,Query
1,they cancelled my request,cancel request,cost_discussion,2,Query
2,its based on your credit score,base credit score,cost_discussion,2,Response
1,nope,nope,other,11,Response
1,they did not ask anything,ask anything,cost_discussion,2,Response
2,can i arrange a quick call,arrange quick call,trial_demo_discussion,3,Query
1,just finished one session,finish one session,trial_demo_discussion,3,Response
2,when would you liek to have the call,would liek call,trial_demo_discussion,3,Query
1,less than 60 mins,less min,trial_demo_discussion,3,Response
2,i will ask our team to hep you with this,ask team hep,trial_demo_discussion,3,Response
1,affirm asked for the social security number,affirm ask social security number,cost_discussion,2,Response
2,thats mandatory,mandatory,other,11,Response
1,oh,oh,other,11,Response
1,i did not know tha,know tha,cost_discussion,2,Response
2,can i know which country you are originally from,know country originally,client_info,6,Query
1,from kathamndu,kathamndu,client_info,6,Response
2,you need to go for a single shot payment,need go single shot payment,cost_discussion,2,Response
1,oh need to take a risk without doing some free projects.,oh need take risk without free project,cost_discussion,2,Response
1,or without using the platform,without use platform,cost_discussion,2,Response
2,its a risk free enrollment,risk free enrollment,cost_discussion,2,Response
2,we have a 90 days no question complete refund policy,day question complete refund policy,refund_info,9,Response
1,like at one shot,like one shot,cost_discussion,2,Response
2,once you enroll you have 90 days time frame  to explore if you feel we are not adding value,enroll day time frame explore feel add value,refund_info,9,Response
2,can cel and take a complete refiund,cel take complete refiund,refund_info,9,Response
2,refund,refund,refund_info,9,Response
1,can you send the link to pay the amount coz the previous link had affirm attached with the link,send link pay amount coz previous link affirm attach link,enrollment,7,Query
2,can you please provide the previous link here,please provide previous link,enrollment,7,Query
1,"personal annual, right?",personal annual right,project_information,1,Query
1,12 months?,month,project_information,1,Query
2,is that for 6 months or 12 months?,month month,project_information,1,Query
2,12 months,month,project_information,1,Response
2,personal anual,personal anual,project_information,1,Response
2,coz I am seeing everything in 6 months plus descriptions,coz see everything month plus description,project_information,1,Response
2,its clearly mentioned,clearly mention,project_information,1,Response
2,personal annual 619 per year,personal annual per year,cost_discussion,2,Response
2,I will pay within 24 hours. How long will the link work?,pay within hour long link work,enrollment,7,Query
2,next 6 hours,next hour,enrollment,7,Response
2,i can extend it to 12 hours,extend hour,enrollment,7,Response
2,apart from,apart,project_information,1,Response
2,what we provide in 6 months,provide month,project_information,1,Response
2,additional services that you get in 12 months,additional service get month,project_information,1,Response
2,this an offer,offer,project_information,1,Response
2,oh you were comparing with another plan,oh compare another plan,project_information,1,Response
2,nice,nice,project_information,1,Response
2,thats why with restricted valididty,restricted valididty,project_information,1,Response
2,i got you now,get,agree,4,Response
2,validity*,validity,project_information,1,Response
2,I will try to complete the transaction within 12 hours.,try complete transaction within hour,enrollment,7,Response
2,If not i will ask for the next one,ask next one,enrollment,7,Response
2,please do that,please,enrollment,7,Response
2,will that work?,work,enrollment,7,Query
2,we cant provide you the same price,provide price,cost_discussion,2,Response
2,as the offer already ended,offer already end,cost_discussion,2,Response
2,the current offer is 810$,current offer,cost_discussion,2,Response
2,for students?,student,cost_discussion,2,Query
2,for student,student,cost_discussion,2,Response
2,please enroll as early as possible to avail that price,please enroll early possible avail price,enrollment,7,Response
2,paid,pay,enrollment,7,Response
2,thank you for helping out,thank help,agree,4,Response
2,miss anjali,miss anjali,other,11,Response
1,what is the cost?,cost,cost_discussion,2,Query
1,I am a data scientist,data scientist,client_info,6,Response
1,researcher,researcher,client_info,6,Response
2,6 month is for 870$,month,cost_discussion,2,Response
2,12 months for 960$,month,cost_discussion,2,Response
1,can i take 30 days plan?,take day plan,project_information,1,Query
1,what are the benefits?,benefit,project_information,1,Query
2,we dont have a 30 days plan or monthly subscription,day plan monthly subscription,project_information,1,Response
1,where are you based?,base,project_information,1,Query
2,you get an access to our current library and all the new projects that we add,get access current library new project add,project_information,1,Response
2,we have 2 office one in India and other in California,office one india california,project_information,1,Response
1,is price same in india?,price india,cost_discussion,2,Query
2,we have some discounts going on,discount go,discount,5,Response
2,and you can pay in installments,pay installment,cost_discussion,2,Response
1,Yeah,yeah,agree,4,Response
2,let me know your conveninet time for the demo,let know conveninet time demo,trial_demo_discussion,3,Query
1,right now?,right,trial_demo_discussion,3,Query
1,how to get the demo?,get demo,trial_demo_discussion,3,Query
2,its a gmeet session,gmeet session,trial_demo_discussion,3,Response
2,Projectpro Demo:,projectpro demo,trial_demo_discussion,3,Response
2,please join the meet for demo,please join meet demo,trial_demo_discussion,3,Response
2,our team joined,team join,trial_demo_discussion,3,Response
2,can you please join,please join,trial_demo_discussion,3,Query
1,looking for quick project in analytics,look quick project analytic,project_want,8,Query
1,currently doing mba and need to complete this project in R programming,currently mba need complete project programming,project_want,8,Query
1,Take any five companies from the same Industry. Download the last 5 years daily stock prices of those companies from Yahoo or any other source. Perform a daily price predict of each of them for the next 1 month. Use different models to predict the price and identify which model performs the best based on appropriate back testing. You are free to consider different external variables that can influence the price.,take five company industry download last year daily stock price company yahoo source perform daily price predict next month use different model predict price identify model perform well base appropriate back testing free consider different external variable influence price,project_want,8,Query
1,is it possible for you to help for this?,possible help,project_want,8,Query
2,you can access our projects,access project,project_information,1,Response
1,"i am in noida , india",noida india,client_info,6,Response
1,how i can access your projects?,access project,project_information,1,Query
1,i will get it from here?,get,project_information,1,Query
1,any charging amount?,charge amount,cost_discussion,2,Query
1,how much?,much,cost_discussion,2,Query
2,INR it  is 64800/-,inr,cost_discussion,2,Response
2,will provide you the student discounted price,provide student discount price,discount,5,Response
1,64k ?,ok,cost_discussion,2,Query
1,it is too much,much,cost_discussion,2,Response
2,we have student discount,student discount,discount,5,Response
2,provide me your ccollege email id,provide ccollege email,provide_contact,12,Response
1,Mrinal,mrinal kumar,client_info,6,Response
1,i need simple collage project,need simple collage project,project_want,8,Response
1,5k only i can provide,ok provide,cost_discussion,2,Response
1,with report and codes,report code,project_information,1,Response
1,please let me know if u can,please let know,project_information,1,Query
1,ok thx,ok thx,agree,4,Response
1,bye,bye,agree,4,Response
2,sorry we dont have that price,sorry price,cost_discussion,2,Response
1,I am looking for Demo project,look demo project,trial_demo_discussion,3,Query
1,Amarendar,amarendar jogu,client_info,6,Response
2,its agmeet session,agmeet session,trial_demo_discussion,3,Response
1,i did not understand,understand,trial_demo_discussion,3,Query
2,demo is a gmeet session,demo gmeet session,trial_demo_discussion,3,Response
2,its a live session,live session,trial_demo_discussion,3,Response
2,we dont give trial to our platform,give trial platform,trial_demo_discussion,3,Response
1,when can i have the session,session,trial_demo_discussion,3,Query
2,as we have a 90 days no question refund policy,day question refund policy,refund_info,9,Response
1,u r not clearing my doubts,clear doubt,project_information,1,Query
1,talking some thing irrelavant,talk thing irrelavant,project_information,1,Response
1,I am asking for Demo session,ask demo session,trial_demo_discussion,3,Query
1,do u have one or not ? Pls answer this,one pls answer,trial_demo_discussion,3,Query
2,you can  let me know your conveninet time,let know conveninet time,trial_demo_discussion,3,Query
2,will arrabge one,arrabge one,trial_demo_discussion,3,Response
2,arrange*,arrange,trial_demo_discussion,3,Response
1,Wednesday 4 PM EST time,wednesday pm est time,trial_demo_discussion,3,Response
1,how long the demo session will last ?,long demo session last,trial_demo_discussion,3,Query
1,sure...,sure,agree,4,Response
1,pls schedule one and send me a mail pls,pls schedule one send mail pls,send_email,10,Query
2,our team will do,team,send_email,10,Response
1,Thanks .. Nice talking to u. Bye,thank nice talk bye,agree,4,Response
1,how to pay,pay,cost_discussion,2,Query
2,would you like to proceed as one time payment,would like proceed one time payment,cost_discussion,2,Query
1,Your customer support team had contacted me  . she said if you take annual plan .. you would pay around 69000,customer support team contact say take annual plan would pay around,cost_discussion,2,Response
1,okay,okay,agree,4,Response
2,is this your email address :,email address,client_info,6,Query
2,ok..please give me a min,okplease give min,will_get_back,15,Response
2,Ok,ok,agree,4,Response
2,would you like to proceed with one time payment for Rs 69000 or,would like proceed one time payment rs,cost_discussion,2,Query
2,12 month no cost emi using a credit card,month cost emi use credit card,cost_discussion,2,Query
1,i have doubt regarding refund policy.,doubt regard refund policy,refund_info,9,Query
1,i can cancel the subscription any time ..will you refund the amount,cancel subscription time refund amount,refund_info,9,Query
2,Yes .. anytime in the 1st 90 days,yes anytime st day,refund_info,9,Response
1,i would like to pay 12 month no cost emi,would like pay month cost emi,cost_discussion,2,Query
2,ok .. let me get the link from our accounts team .. pls give me few mins,ok let get link account team pls give min,enrollment,7,Response
2,also is this you contact number (whatsapp),also contact number whatsapp,provide_contact,12,Query
2,ok   this is your whats app number  :,ok app number,provide_contact,12,Query
2,right ?,right,client_info,6,Query
1,yeas,yea,agree,4,Response
2,Please allow few mins so that we generate the payment link,please allow min generate payment link,enrollment,7,Response
2,please use the above link to complete the enrollment ... this is valid for 1 hr,please use link complete enrollment valid hr,enrollment,7,Response
2,please send me the screenshot here to activate your services,please send screenshot activate service,enrollment,7,Response
1,"How much I need to pay initially, looks it is asking for full mount.",much need pay initially look ask full mount,cost_discussion,2,Query
2,You dont have to pay anything now ... it will be billed on your credit card bill,pay anything bill credit card bill,cost_discussion,2,Response
2,and you have to pay as per your due date for the monthly credit card payment..,pay per due date monthly credit card payment,cost_discussion,2,Response
1,"I do not have credit card , I have only debit card.",credit card debit card,cost_discussion,2,Response
2,so is it giving you an option for to  proceed with the,give option proceed,cost_discussion,2,Query
2,let me ask my team to connect with you,let ask team connect,send_email,10,Response
2,can we connect now on contact #,connect contact,send_email,10,Query
2,or any other number ?,number,provide_contact,12,Query
1,How to share the screenshot,share screenshot,enrollment,7,Query
2,thank you for com[pleting the enfrollment,thank complete enfrollment,enrollment,7,Response
2,let me activate your account,let activate account,enrollment,7,Response
2,do you want to activate your account using email address :,want activate account use email address,enrollment,7,Query
2,as your email address will be your user id,email address user,enrollment,7,Query
1,ys,ys,enrollment,7,Response
2,your account is activated,account activate,enrollment,7,Response
2,please use your email address as user id,please use email address user,enrollment,7,Response
2,and reset your password by clicking on forgot password,reset password click forgot password,enrollment,7,Response
1,Hi Anjali,hi anjali,greetings,14,Query
1,What is this personal annaul,personal annaul,project_information,1,Query
2,if you pay using a 12 month no cost emi on a credit card,pay use month cost emi credit card,cost_discussion,2,Response
1,I am an experience software professional and want to switch to a data engineer role in Bigdata. Please suggest a course for me with minimum amount,experience software professional want switch data engineer role bigdata please suggest course minimum amount,client_info,6,Query
2,then emi per month is Rs 7000,emi per month rs,cost_discussion,2,Response
2,Lets do this,let,project_information,1,Response
1,no let me first see the course,let first see course,project_information,1,Response
2,and you can go thru the projects as well..,go thru project well,project_information,1,Response
2,this is not a typical course,typical course,project_information,1,Response
1,then lets connect,let connect,trial_demo_discussion,3,Query
1,please send me the google meet link at my email,please send google meet link email,trial_demo_discussion,3,Query
1,yes now only,yes,agree,4,Response
2,let me check with my team ..,let check team,trial_demo_discussion,3,Response
2,can we schedule a session at 8 pm like 10 mins from now,schedule session pm like min,trial_demo_discussion,3,Query
1,ok then at 8PM,ok pm,trial_demo_discussion,3,Response
1,is okay for me,okay,agree,4,Response
2,My team hads sent you an invite .. please accept the same,team send invite please accept,trial_demo_discussion,3,Response
1,I am looking for the AWS projects for freshers and intermedaite level,look aws project fresher intermedaite level,project_want,8,Query
2,you will find here,find,project_information,1,Response
1,I dont need Big data projects,need big data project,project_information,1,Response
1,I am looking for AWS projects,look aw project,project_information,1,Query
2,these projects are deployed on aws,project deploy aw,project_information,1,Response
1,How much does this cost?,much cost,cost_discussion,2,Query
1,Its a bit too expensive,bit expensive,cost_discussion,2,Response
2,we do have disocunts going on,disocunt go,discount,5,Response
2,we are having a 200$  discount on the current price,discount current price,discount,5,Response
2,if you are enrolling now i can try and get an offer which ended on 15th of this month.,enrol try get offer end th month,discount,5,Query
1,Its ok... I need some time to think,ok need time think,will_get_back,15,Response
1,it is online or recorded?,online record,project_information,1,Query
2,one on one session,one one session,trial_demo_discussion,3,Response
1,how long is the demo?,long demo,trial_demo_discussion,3,Query
1,will let you know in a couple of days,let know couple day,trial_demo_discussion,3,Response
2,are you from India,india,client_info,6,Query
1,is this fees for big data projects?,fee big datum project,project_information,1,Query
2,Its a complete access.,complete access,project_information,1,Response
2,we dont have customized package,customize package,project_information,1,Response
2,would you like to pay in INR,would like pay inr,cost_discussion,2,Query
2,we provide 12 no cost EMI on your Indian credit card,provide cost emi indian credit card,cost_discussion,2,Response
1,this looks more Big Data thanks AWS project I think,look big datum thank aws project think,project_information,1,Query
1,Please do you guys have any months subscriptions?,please guy month subscription,cost_discussion,2,Query
1,Its only giving me the option to pay annually. Thank you.,give option pay annually thank,cost_discussion,2,Query
2,HI,hi,greetings,14,Query
1,Im looking to start with big data engineer projects,look start big datum engineer project,project_information,1,Query
1,Ok my email is,ok email,send_email,10,Response
1,so I only have thg,thg,cost_discussion,2,Query
1,have the option of paying for the annual?,option pay annual,cost_discussion,2,Query
2,but if you are interested ... we have part payment plans ...,interested part payment plan,cost_discussion,2,Response
1,Yes I am interested please,yes interested please,cost_discussion,2,Response
2,but that depends on your credit history \,depend credit history,cost_discussion,2,Response
2,and there is a small apr to it,small apr,cost_discussion,2,Response
2,and we can also help you in enrolling using part payment option,also help enrolling use part payment option,enrollment,7,Response
1,Yes if we can do a demo session pleae,yes demo session pleae,trial_demo_discussion,3,Query
2,yes sure,yes sure,agree,4,Response
2,can we schedule it at 2:30 pm est today,schedule pm est today,trial_demo_discussion,3,Query
2,like 30 mins from now,like min,trial_demo_discussion,3,Query
1,Ok that is fine,ok fine,agree,4,Response
2,i will ask my team to send you a google meet invite,ask team send google meet invite,trial_demo_discussion,3,Response
1,ok I have recieved it,ok recieve,trial_demo_discussion,3,Response
1,Actually wanted to know about how to use this resource,actually want know use resource,project_information,1,Query
1,Is there a monthly subscription ?,monthly subscription,project_information,1,Query
2,sure will provide you the details,sure provide detail,project_information,1,Response
1,"Azure, AWS Data engineering related",azure aws datum engineering relate,project_want,8,Response
2,its a 12 months plan for 72000/-,month plan,cost_discussion,2,Response
2,with 12 no cost emi,cost emi,cost_discussion,2,Response
2,we do have some disocunts also,disocunt also,discount,5,Response
1,oh no monthly subscription !,oh monthly subscription,cost_discussion,2,Response
1,"why is it so, only 12 months is available",month available,project_information,1,Query
1,what can I see in the demo,see demo,trial_demo_discussion,3,Query
1,like access for few days ?,like access day,trial_demo_discussion,3,Query
2,its a demo,demo,trial_demo_discussion,3,Response
2,"walk through  to our platform , projects",walk platform project,trial_demo_discussion,3,Response
1,ok yes please,ok yes please,agree,4,Response
2,are you available now,available,trial_demo_discussion,3,Query
2,for a demo,demo,trial_demo_discussion,3,Query
2,let me arrange a demo now,let arrange demo,trial_demo_discussion,3,Response
2,5.45 pm,pm,trial_demo_discussion,3,Response
2,ProjectPro Demo_,projectpro demo,trial_demo_discussion,3,Response
2,can you join the session,join session,trial_demo_discussion,3,Query
2,our team is waiting for you,team wait,trial_demo_discussion,3,Query
1,Can I get some discount. I am in no position to even pay the discount 540$ Price per year,get discount position even pay discount price per year,discount,5,Query
1,Student,student,client_info,6,Response
2,provide your student email id,provide student email,provide_contact,12,Query
1,There is a promotion of 50% off if I join befor 31st may,promotion join befor st may,discount,5,Response
1,I can’t afford that either,afford either,cost_discussion,2,Response
2,1080$ is a 50% discounted price,discount price,discount,5,Response
1,Ohhh,ohhh,other,11,Response
1,My bad,bad,other,11,Response
1,Can’t afford that,afford,cost_discussion,2,Response
2,we have a  student discount price,student discount price,discount,5,Response
1,Tell me about it,tell,discount,5,Query
1,Can I please get this for 200$. I hope you can help me with some discount codes you are eligible to apply as an employee. It would help me so much,please get hope help discount code eligible apply employee would help much,discount,5,Query
1,I can join rightway if I can get it in 200$,join rightway get,cost_discussion,2,Query
1,"Okay, no worries. Thank yoj for your time",okay worry thank yoj time,agree,4,Response
2,if you have an Indian credit,indian credit,cost_discussion,2,Response
2,card,card,cost_discussion,2,Response
2,you can pay in 12 emi,pay emi,cost_discussion,2,Response
1,"I can’t afford that much money. Being a student, I have to spend very wisely and living in a expensive city like boston brings me a burden of expensive rents",afford much money student spend wisely live expensive city like boston bring burden expensive rent,cost_discussion,2,Response
1,40$ is like a week groceries for me,like week grocery,cost_discussion,2,Response
1,Can you please make an exception?,please make exception,cost_discussion,2,Query
2,1080$  is the actual price,actual price,cost_discussion,2,Response
2,i gave ypou 519$,give ypou,cost_discussion,2,Response
2,can go below,go,cost_discussion,2,Response
1,Okay. Seems like I have to rely on youtube videos,okay seem like rely youtube video,cost_discussion,2,Response
1,Thank you so much for your patience and help,thank much patience help,agree,4,Response
2,am sorry cant go below this,sorry go,cost_discussion,2,Response
1,I understand,understand,agree,4,Response
1,Looks like prices are increased. When I checked last time after discount it was showing me 4800rs per month.,look like price increase check last time discount show rs per month,cost_discussion,2,Query
1,Now it's showing 6000rs per month.,show rs per month,cost_discussion,2,Query
2,as we are adding new projects,add new project,project_information,1,Response
2,we are having some discounts  going on,discount go,discount,5,Response
1,I asked a question regarding payment. will it be monthly payment or one time payment?,ask question regard payment monthly payment one time payment,cost_discussion,2,Query
2,total amt will be converted into emi,total amt convert emi,cost_discussion,2,Response
2,where it will be auto debited monthly,auto debit monthly,cost_discussion,2,Response
1,Oh okay understood,oh okay understand,cost_discussion,2,Response
1,I think I can't afford the total amount deduction at this time.,think afford total amount deduction time,cost_discussion,2,Response
1,Thanks for the info,thank info,agree,4,Response
2,no problem,problem,other,11,Response
2,as i told you dont have to pay onetime,tell pay onetime,cost_discussion,2,Response
2,it is monthly paymnet,monthly paymnet,cost_discussion,2,Response
2,and the price will increase to 80500/- by 30th,price increase th,cost_discussion,2,Response
1,Understood... The amount will be blocked from my card nd it will be deducting every month,understand amount block card nd deduct every month,cost_discussion,2,Response
2,you have an option with debit card or traditional emi their the amt wont get blocked,option debit card traditional emi amt get block,cost_discussion,2,Response
2,if you go with credit card it gets blocked,go credit card get block,cost_discussion,2,Response
1,What if I want to cancel the subscription after 1 or 2 months?,want cancel subscription month,cost_discussion,2,Query
2,its complete refund,complete refund,refund_info,9,Response
1,"If I take subscription through credit card, after 2months I want to cancel it due time concern. So amount will be refunded?",take subscription credit card month want cancel due time concern amount refund,refund_info,9,Query
2,if you are going for a single shot amt it takes 7 to 10 working days to refund,go single shot amt take work day refund,refund_info,9,Response
2,if you go for an emi,go emi,cost_discussion,2,Response
2,it takes 15 to 20 working days as the bank should stop the emi first,take working day bank stop emi first,refund_info,9,Response
2,and then what ever amt you have paid we will repay,ever amt pay repay,refund_info,9,Response
1,Okay thanks for the information,okay thank information,agree,4,Response
1,I will think about it. Thanks for your time and support,think thank time support,will_get_back,15,Response
1,What is the best discount given to me if I plan for subscribing?,good discount give plan subscribe,discount,5,Query
2,see i can give you the 60$ cash back but can arrange a call back,see give cash back arrange call back,discount,5,Response
2,the team can help you with discounts,team help discount,discount,5,Response
2,contact number please will arrange a call,contact number please arrange call,provide_contact,12,Query
1,"If I get the best discount, I will think about subscription.",get good discount think subscription,discount,5,Response
2,see early you enroll  better the price you get,see early enroll well price get,cost_discussion,2,Response
2,you did not enroll when it was 4800 now its 6000  in next few days it will be 7000/- per month,enroll next day per month,cost_discussion,2,Response
2,what is your convenient time for the call,convenient time call,trial_demo_discussion,3,Query
1,3pm IST,pm ist,trial_demo_discussion,3,Response
1,"Hi gent, does the personal plan can access same project POC  temPLATE AS enterprise plan?",hi gent personal plan access project poc template enterprise plan,project_information,1,Query
1,I am data engineer. but want to shift to databrick spark kafta  big data solution archtect,datum engineer want shift databrick spark kafta big datum solution archtect,client_info,6,Query
1,"I did not see any project regarding databrick spark, python and kafta for data ingestion and data pipelines",see project regard databrick spark python kafta datum ingestion datum pipeline,project_information,1,Query
2,we do have many projects,many project,project_information,1,Response
2,please check this link,please check link,project_information,1,Response
2,please let me know your conveninet time for a demo,please let know conveninet time demo,trial_demo_discussion,3,Query
1,"yes, I would love one, of a poc project using python or scala fir data ingestion framework",yes would love one poc project use python scala fir data ingestion framework,trial_demo_discussion,3,Response
2,can walk you through the platform projects,walk platform project,trial_demo_discussion,3,Response
2,we dont provide trial  its a demo,provide trial demo,project_information,1,Response
1,"I think. I like to see demo two working projects,which adopted python to do data ingestion and data processing pipelines with pyspark",think like see demo two work projectswhich adopt python data ingestion datum processing pipeline pyspark,project_information,1,Query
1,"use data stack databricks , pyspark, python for end to end data pipeline,",use datum stack databrick pyspark python end end datum pipeline,project_information,1,Query
1,"when can we have thus demo, now is too late in Toronto. coukd you show me tomorrow",thus demo late toronto coukd show tomorrow,trial_demo_discussion,3,Query
2,tomorrow what time,tomorrow time,trial_demo_discussion,3,Query
1,EASTERN TIME 1PM,eastern time pm,trial_demo_discussion,3,Response
2,please provide your  contact number,please provide contact number,provide_contact,12,Query
1,"so have a great one, I need to rest now",great one need rest,project_information,1,Response
1,almost 1am,almost,project_information,1,Response
2,good night,good night,agree,4,Response
1,what the price for this ?,price,cost_discussion,2,Query
1,nothing monthly?,nothing monthly,cost_discussion,2,Query
1,its annual plan only?,annual plan,cost_discussion,2,Query
2,Its annual plan ... but,annual plan,cost_discussion,2,Response
2,if you want monthy payment options we have collaboration with Affirm and could help you with monthly part payments,want monthy payment option collaboration affirm could help monthly part payment,cost_discussion,2,Response
1,i am into ETL,etl,client_info,6,Query
1,but want to learn spark and big data technologies,want learn spark big data technology,client_info,6,Query
1,what else is included in annual plan?,else include annual plan,project_information,1,Query
2,"Yes , you have to execute the projects end to end ...",yes execute project end end,project_information,1,Response
1,and we cant take 2-3 months package or something?,take month package something,cost_discussion,2,Query
1,annually is too much bigger time frame,annually much big time frame,cost_discussion,2,Response
2,wwe can help you with some discounts as well.. if you enroll now,wwe help discount well enroll,discount,5,Response
1,what the discount?,discount,discount,5,Query
1,Helloo,helloo,greetings,14,Query
2,How can i help you,help,project_information,1,Query
1,Hello want to know what is the fee for the course,hello want know fee course,cost_discussion,2,Query
2,12 months access is for 84000/- with 12 no cost emi,month access cost emi,cost_discussion,2,Response
1,"thats too expensive, there is no promotions going on",expensive promotion go,discount,5,Response
2,we do have some disocunts,disocunt,discount,5,Response
2,how soon would you like to enroll,soon would like enroll,enrollment,7,Query
1,what would be the best cost,would good cost,cost_discussion,2,Query
1,I am looking to enroll this week,look enroll week,enrollment,7,Response
2,if you are enrolling today,enrol today,enrollment,7,Response
2,i can add my employee discount and  the final price will be 74000/- with 12 no cost emi,add employee discount final price cost emi,cost_discussion,2,Response
1,ok noted,ok note,agree,4,Response
1,"no am good thank u, have gone through sample projects anyways",good thank go sample project anyways,project_information,1,Response
2,so would you like to enroll,would like enroll,enrollment,7,Query
1,"well I liked the programme, but its expensive for me..Will think about it in the later stage",well like programme expensive mewill think later stage,cost_discussion,2,Response
2,The price increases on our platform every month,price increase platform every month,cost_discussion,2,Response
1,actually I dont have a job for now so learning data science on my own so loooking to work on few projects,actually job learn datum science loooke work project,client_info,6,Response
1,"used to work in different field, so loooking for transistion",use work different field loooke transistion,client_info,6,Response
2,are you doing any course currently,course currently,client_info,6,Query
1,"done with Datascience course, now am just trying to practice few projects",datascience course try practice project,project_want,8,Response
1,to get hands on,get hand,project_want,8,Response
2,understood,understand,agree,4,Response
2,what is the price that you ae looking for,price ae look,cost_discussion,2,Query
2,we provide industrial end to end solved industrial projects.,provide industrial end end solve industrial project,project_information,1,Response
1,"the subscription amount we have to pay for one year, if it is annual?",subscription amount pay one year annual,project_information,1,Query
1,i mean is it monthly charge or one at a time?,mean monthly charge one time,cost_discussion,2,Query
2,one time,one time,project_information,1,Response
1,oops,oop,project_information,1,Response
1,"then i can't effort, if it is monthly subscription model, i can do",effort monthly subscription model,cost_discussion,2,Response
2,are you from india,india,client_info,6,Query
2,do you have an indian credir card,indian credir card,cost_discussion,2,Query
2,i can covert the total amt in 12 installments,covert total amt installment,cost_discussion,2,Response
1,what is the montly amount?,montly amount,cost_discussion,2,Query
2,7000/- per month,per month,cost_discussion,2,Response
1,send me the link,send link,enrollment,7,Response
2,i need your indian number,need indian number,provide_contact,12,Query
2,our team will send you,team send,send_email,10,Query
1,send on WhatsApp,send whatsapp,provide_contact,12,Response
2,our team has dropped the payment link,team drop payment link,send_email,10,Response
1,kindly enable payment link in my projectPro account,kindly enable payment link projectpro account,cost_discussion,2,Query
1,"so that it will be confident for me, as i a subscribing projectPro",confident subscribe projectpro,enrollment,7,Query
